TR	statistic	pvalue	zscore	max_auc	re_rank	irwin_hall_pvalue
ZNF674	-0.029	5.117e-01	-2.080	0.558	0.746	9.265e-01
ZXDB	0.066	4.735e-01	-3.586	0.561	0.748	9.277e-01
MAFK	-1.802	9.642e-01	-0.655	0.567	0.749	9.287e-01
HIF1A	-0.893	8.141e-01	-2.018	0.574	0.749	9.287e-01
ZNF350	-0.023	5.091e-01	-2.328	0.558	0.751	9.302e-01
ZSCAN16	-0.466	6.793e-01	-2.070	0.567	0.751	9.302e-01
CBX2	-0.607	7.279e-01	-0.348	0.536	0.751	9.308e-01
OVOL3	-0.063	5.250e-01	-3.104	0.563	0.752	9.314e-01
PPARG	-2.385	9.915e-01	-0.896	0.571	0.754	9.329e-01
HDAC3	-1.504	9.337e-01	-0.613	0.561	0.755	9.335e-01
TP73	-2.031	9.789e-01	0.148	0.545	0.755	9.335e-01
AHR	-1.825	9.660e-01	0.231	0.538	0.756	9.343e-01
JUN	-3.037	9.988e-01	-0.740	0.570	0.756	9.349e-01
HDAC4	-0.294	6.155e-01	-0.971	0.548	0.757	9.355e-01
MRE11A	-0.286	6.124e-01	-1.519	0.557	0.758	9.363e-01
ERF	-1.445	9.258e-01	-0.232	0.547	0.761	9.383e-01
TAT	-0.427	6.652e-01	-0.745	0.543	0.761	9.386e-01
ZNF649	-1.591	9.442e-01	0.435	0.495	0.763	9.400e-01
EHMT2	-5.109	1.000e+00	-3.612	0.591	0.764	9.405e-01
CCND2	-0.082	5.327e-01	-2.222	0.555	0.765	9.416e-01
CDX2	-2.273	9.885e-01	-0.310	0.555	0.766	9.421e-01
ZFAT	-0.807	7.900e-01	-0.219	0.529	0.768	9.437e-01
TCF21	-1.149	8.747e-01	-0.280	0.539	0.769	9.442e-01
TTF1	-0.894	8.144e-01	-0.337	0.536	0.769	9.447e-01
IRF4	-1.484	9.312e-01	-0.377	0.549	0.770	9.450e-01
WT1	-0.231	5.914e-01	-1.907	0.554	0.771	9.458e-01
ZNF786	-0.052	5.207e-01	-2.614	0.557	0.771	9.460e-01
BATF	-1.283	9.003e-01	-0.361	0.544	0.772	9.465e-01
FXR2	-0.491	6.881e-01	-0.752	0.541	0.774	9.478e-01
DLX2	-1.036	8.498e-01	-0.055	0.520	0.774	9.480e-01
GLYR1	-0.022	5.089e-01	-4.530	0.558	0.774	9.483e-01
CEBPB	-8.573	1.000e+00	-0.590	0.564	0.776	9.493e-01
JARID2	-2.754	9.971e-01	-0.092	0.545	0.776	9.493e-01
ZNF695	-0.036	5.145e-01	-3.407	0.557	0.776	9.495e-01
SMARCC1	-2.126	9.832e-01	-1.318	0.571	0.777	9.502e-01
HOXA2	-0.126	5.501e-01	-2.359	0.554	0.778	9.507e-01
ZNF580	-0.097	5.386e-01	-4.157	0.559	0.778	9.507e-01
BANF1	-1.346	9.108e-01	-0.283	0.535	0.778	9.509e-01
ZNF394	-0.112	5.448e-01	-2.779	0.556	0.779	9.514e-01
PRDM10	-0.314	6.233e-01	-1.641	0.551	0.781	9.528e-01
HMG20A	-0.874	8.088e-01	-0.351	0.526	0.785	9.553e-01
PRDM14	-0.784	7.835e-01	-0.429	0.529	0.786	9.560e-01
SP7	-0.239	5.945e-01	-2.194	0.552	0.787	9.562e-01
POU3F2	-0.247	5.975e-01	-2.256	0.553	0.787	9.562e-01
WRNIP1	-0.283	6.115e-01	-1.855	0.548	0.788	9.571e-01
CBFA2T2	-0.462	6.781e-01	-1.045	0.542	0.788	9.573e-01
TBX5	-2.781	9.973e-01	0.191	0.521	0.791	9.590e-01
GPS2	-0.159	5.633e-01	-2.628	0.553	0.792	9.593e-01
ZFP37	-0.119	5.475e-01	-3.795	0.556	0.792	9.595e-01
ZNF346	-0.131	5.521e-01	-5.361	0.557	0.793	9.599e-01
ZNF93	-0.490	6.880e-01	-1.017	0.541	0.793	9.601e-01
FOSL2	-6.575	1.000e+00	-0.806	0.563	0.794	9.607e-01
ZNF362	-0.739	7.701e-01	-0.774	0.541	0.796	9.615e-01
SMAD3	-3.387	9.996e-01	-0.745	0.559	0.798	9.629e-01
MEF2B	-2.743	9.970e-01	-0.296	0.542	0.798	9.629e-01
SMAD2	-2.190	9.857e-01	0.014	0.521	0.799	9.633e-01
UBE2I	-0.244	5.964e-01	-2.366	0.550	0.799	9.633e-01
PRMT1	-1.216	8.879e-01	-0.552	0.534	0.802	9.653e-01
ZNF425	-0.528	7.012e-01	-1.076	0.540	0.803	9.656e-01
ZSCAN2	-0.571	7.161e-01	-0.973	0.538	0.804	9.660e-01
MBOAT4	-0.159	5.631e-01	-4.174	0.553	0.805	9.668e-01
TEAD4	-3.248	9.994e-01	-0.840	0.558	0.807	9.675e-01
ATF4	-3.198	9.993e-01	-0.990	0.562	0.807	9.678e-01
ZNF664	-0.578	7.182e-01	-1.264	0.545	0.808	9.680e-01
BTAF1	-0.461	6.778e-01	-1.498	0.542	0.808	9.680e-01
ZNF518A	-0.228	5.903e-01	-4.417	0.554	0.809	9.687e-01
EWSR1	-1.514	9.350e-01	-1.050	0.555	0.811	9.696e-01
TLE3	-3.517	9.998e-01	-0.028	0.520	0.812	9.701e-01
SS18	-0.492	6.888e-01	-2.579	0.555	0.812	9.701e-01
MYOG	-1.809	9.648e-01	-0.225	0.517	0.812	9.701e-01
TRIM22	-1.013	8.445e-01	-0.690	0.533	0.813	9.706e-01
SFPQ	-1.500	9.332e-01	-0.312	0.502	0.816	9.718e-01
CTCF	-23.096	1.000e+00	-1.259	0.566	0.816	9.721e-01
NANOG	-6.126	1.000e+00	-0.436	0.545	0.816	9.721e-01
POU5F1	-5.813	1.000e+00	-0.569	0.549	0.817	9.723e-01
DUX4	-2.589	9.952e-01	-0.157	0.517	0.817	9.726e-01
PROX1	-0.789	7.850e-01	-1.467	0.550	0.819	9.731e-01
ZNF558	-0.508	6.944e-01	-2.167	0.549	0.819	9.733e-01
ZNF182	-0.835	7.982e-01	-0.758	0.527	0.821	9.741e-01
NKX3-1	-2.083	9.814e-01	-0.235	0.513	0.821	9.744e-01
PGR	-1.308	9.045e-01	-0.529	0.511	0.825	9.757e-01
NR1H3	-1.186	8.823e-01	-1.038	0.544	0.828	9.769e-01
SMAD2-SMAD3	-1.836	9.668e-01	-0.984	0.551	0.829	9.775e-01
RAD21	-8.743	1.000e+00	-1.919	0.568	0.829	9.776e-01
RING1	-1.596	9.447e-01	-0.921	0.545	0.830	9.780e-01
WWTR1	-1.336	9.092e-01	-0.670	0.525	0.831	9.783e-01
ZSCAN20	-0.508	6.942e-01	-2.497	0.547	0.831	9.785e-01
ZNF671	-0.381	6.484e-01	-2.830	0.545	0.832	9.786e-01
NR1H2	-1.096	8.634e-01	-1.346	0.545	0.836	9.801e-01
OSR2	-0.931	8.240e-01	-1.430	0.544	0.836	9.802e-01
MKL2	-1.029	8.481e-01	-2.025	0.552	0.837	9.806e-01
TSHZ1	-0.577	7.179e-01	-3.192	0.552	0.837	9.806e-01
ICE1	-0.466	6.794e-01	-3.169	0.548	0.838	9.807e-01
DEK	-0.657	7.443e-01	-3.121	0.553	0.839	9.812e-01
PAX6	-1.783	9.627e-01	-1.776	0.557	0.840	9.816e-01
ATF7IP	-1.381	9.164e-01	-1.629	0.550	0.841	9.818e-01
PITX3	-0.914	8.196e-01	-0.949	0.525	0.842	9.822e-01
ERCC3	-0.588	7.217e-01	-2.015	0.537	0.843	9.825e-01
MEIS1	-1.917	9.724e-01	-0.611	0.526	0.844	9.831e-01
SIX1	-1.476	9.300e-01	-1.371	0.547	0.845	9.833e-01
EBNA3C	-2.075	9.810e-01	-0.578	0.524	0.845	9.833e-01
EBF3	-2.369	9.911e-01	-0.579	0.526	0.847	9.839e-01
LHX2	-1.577	9.426e-01	-1.108	0.541	0.850	9.848e-01
PIAS1	-5.941	1.000e+00	-0.415	0.515	0.851	9.850e-01
HOXB13	-6.578	1.000e+00	-0.448	0.519	0.855	9.862e-01
CENPC	-1.612	9.465e-01	-0.649	0.493	0.856	9.864e-01
PHOX2B	-1.717	9.570e-01	-0.597	0.468	0.856	9.866e-01
PAX3	-1.587	9.437e-01	-0.714	0.496	0.858	9.872e-01
PRDM6	-1.335	9.090e-01	-0.911	0.510	0.859	9.874e-01
ERCC2	-0.753	7.742e-01	-1.858	0.531	0.860	9.876e-01
KMT2B	-0.831	7.971e-01	-1.478	0.528	0.860	9.877e-01
FOXH1	-1.956	9.748e-01	-0.691	0.515	0.861	9.878e-01
CENPT	-1.726	9.578e-01	-0.652	0.459	0.862	9.883e-01
ZNF585A	-0.778	7.818e-01	-1.834	0.530	0.863	9.884e-01
CTNNB1	-1.690	9.545e-01	-0.677	0.482	0.863	9.885e-01
NUP98-HOXA9	-1.730	9.582e-01	-0.663	0.445	0.865	9.889e-01
SUMO1	-4.016	1.000e+00	-1.184	0.547	0.866	9.892e-01
EOMES	-3.148	9.992e-01	-0.597	0.505	0.867	9.893e-01
DAXX	-1.475	9.299e-01	-1.003	0.520	0.867	9.895e-01
TEAD1	-3.162	9.992e-01	-0.712	0.516	0.872	9.905e-01
STAG1	-5.612	1.000e+00	-1.248	0.546	0.872	9.906e-01
ZBTB2	-1.727	9.579e-01	-0.912	0.514	0.874	9.909e-01
ELF3	-1.168	8.786e-01	-1.624	0.529	0.874	9.911e-01
PCGF2	-1.719	9.572e-01	-0.936	0.515	0.875	9.913e-01
NOTCH3	-1.631	9.485e-01	-0.898	0.491	0.876	9.915e-01
HNF1B	-1.607	9.460e-01	-0.930	0.494	0.878	9.918e-01
ZNF366	-0.750	7.734e-01	-3.245	0.541	0.878	9.918e-01
SIX2	-3.470	9.997e-01	-0.713	0.509	0.879	9.920e-01
PGBD3	-1.280	8.996e-01	-1.373	0.512	0.881	9.925e-01
MAML3	-3.439	9.997e-01	-0.676	0.472	0.882	9.926e-01
ZNF35	-0.720	7.641e-01	-2.861	0.532	0.883	9.927e-01
DRAP1	-1.013	8.444e-01	-1.866	0.521	0.884	9.929e-01
HES2	-6.224	1.000e+00	-0.834	0.523	0.885	9.932e-01
HAND2	-1.679	9.534e-01	-0.995	0.485	0.886	9.934e-01
ICE2	-0.707	7.604e-01	-3.423	0.532	0.886	9.934e-01
PRDM1	-1.914	9.722e-01	-2.385	0.547	0.890	9.940e-01
FEZF1	-1.507	9.341e-01	-1.957	0.531	0.890	9.940e-01
ESCO2	-0.763	7.773e-01	-3.055	0.530	0.891	9.941e-01
SMARCA2	-2.403	9.919e-01	-0.970	0.484	0.898	9.952e-01
SSU72	-1.551	9.395e-01	-1.490	0.499	0.901	9.956e-01
ZNF800	-1.409	9.206e-01	-2.167	0.523	0.904	9.960e-01
OTX2	-6.707	1.000e+00	-1.134	0.523	0.904	9.961e-01
SMC1A	-5.890	1.000e+00	-2.821	0.551	0.906	9.962e-01
HOXC9	-2.274	9.885e-01	-1.204	0.494	0.907	9.963e-01
PDX1	-2.081	9.813e-01	-1.457	0.509	0.911	9.968e-01
KDM3B	-1.468	9.289e-01	-2.998	0.524	0.923	9.980e-01
ZNF654	-2.194	9.859e-01	-1.868	0.499	0.926	9.982e-01
TEAD1-TEAD4	-1.714	9.567e-01	-2.130	0.470	0.929	9.984e-01
LMNA	-2.270	9.884e-01	-2.085	0.501	0.933	9.987e-01
SMC3	-7.048	1.000e+00	-2.391	0.530	0.938	9.989e-01
TOP1	-2.624	9.957e-01	-4.416	0.534	0.941	9.991e-01
