TR	statistic	pvalue	zscore	max_auc	re_rank	irwin_hall_pvalue
SP3	-0.967	8.332e-01	-10.777	0.420	0.787	9.562e-01
ZKSCAN8	-1.167	8.785e-01	-7.327	0.420	0.787	9.562e-01
AGO2	-0.801	7.885e-01	-11.845	0.415	0.787	9.567e-01
STAT2	-1.474	9.298e-01	-8.447	0.429	0.789	9.578e-01
FOXK2	-1.678	9.533e-01	-5.830	0.426	0.789	9.580e-01
CSDE1	-1.512	9.348e-01	-5.451	0.421	0.790	9.582e-01
CREB3	-1.269	8.977e-01	-5.335	0.411	0.792	9.595e-01
TGIF2	-1.109	8.662e-01	-9.074	0.418	0.796	9.615e-01
RFX2	-0.789	7.849e-01	-15.123	0.415	0.796	9.617e-01
ZBTB7B	-0.811	7.914e-01	-13.835	0.414	0.798	9.627e-01
ZNF639	-1.895	9.710e-01	-15.102	0.439	0.798	9.629e-01
ID3	-1.217	8.881e-01	-6.840	0.414	0.798	9.631e-01
CDC5L	-1.273	8.985e-01	-5.958	0.413	0.799	9.635e-01
ZNF592	-1.424	9.227e-01	-5.018	0.408	0.801	9.647e-01
ZSCAN5A	-1.066	8.567e-01	-12.017	0.419	0.801	9.647e-01
E2F1	-7.702	1.000e+00	-25.960	0.449	0.802	9.653e-01
HDAC8	-1.429	9.235e-01	-8.659	0.424	0.803	9.656e-01
KLF1	-2.304	9.894e-01	-9.290	0.435	0.803	9.658e-01
RBBP5	-2.421	9.923e-01	-11.794	0.437	0.804	9.662e-01
COPS2	-0.925	8.225e-01	-11.515	0.409	0.806	9.669e-01
ARID5B	-1.151	8.751e-01	-6.434	0.400	0.806	9.671e-01
KLF3	-1.210	8.868e-01	-5.849	0.397	0.806	9.673e-01
HOXA6	-0.902	8.164e-01	-12.978	0.410	0.808	9.682e-01
TET1	-0.935	8.252e-01	-12.128	0.409	0.810	9.691e-01
TBP	-1.896	9.710e-01	-20.829	0.439	0.812	9.700e-01
RAG2	-1.062	8.558e-01	-8.584	0.403	0.812	9.703e-01
HINFP	-1.334	9.089e-01	-8.838	0.419	0.813	9.705e-01
ASH1L	-0.881	8.109e-01	-14.918	0.411	0.813	9.705e-01
NFRKB	-1.243	8.931e-01	-7.984	0.411	0.813	9.706e-01
CCNT2	-1.006	8.428e-01	-10.576	0.406	0.814	9.710e-01
DNMT3B	-2.808	9.975e-01	-5.593	0.425	0.815	9.715e-01
NCAPH2	-1.610	9.463e-01	-4.511	0.400	0.815	9.716e-01
ZNF783	-1.250	8.944e-01	-6.245	0.395	0.819	9.733e-01
CASP8AP2	-1.056	8.545e-01	-9.867	0.404	0.819	9.733e-01
INTS11	-1.867	9.691e-01	-5.397	0.415	0.820	9.736e-01
SREBF2	-1.055	8.543e-01	-11.504	0.404	0.822	9.745e-01
YBX3	-1.442	9.254e-01	-6.836	0.406	0.824	9.756e-01
UBTF	-2.028	9.787e-01	-14.195	0.432	0.825	9.759e-01
ZNF740	-1.629	9.484e-01	-8.250	0.420	0.825	9.760e-01
KLF6	-1.037	8.502e-01	-12.731	0.404	0.826	9.762e-01
ARNT2	-1.007	8.430e-01	-13.856	0.406	0.826	9.765e-01
REL	-1.493	9.323e-01	-7.626	0.413	0.827	9.768e-01
HBP1	-1.237	8.919e-01	-13.407	0.415	0.829	9.773e-01
GABP	-1.271	8.981e-01	-13.180	0.418	0.829	9.773e-01
ATF1	-2.427	9.924e-01	-16.183	0.435	0.830	9.779e-01
MNT	-1.536	9.377e-01	-9.200	0.417	0.831	9.785e-01
RUVBL1	-1.005	8.426e-01	-17.093	0.406	0.833	9.791e-01
FGFR1	-1.489	9.317e-01	-8.390	0.412	0.833	9.791e-01
GABPA	-4.379	1.000e+00	-23.560	0.441	0.835	9.797e-01
ELF1	-2.797	9.974e-01	-28.316	0.440	0.835	9.798e-01
FOXP3	-1.560	9.406e-01	-6.950	0.405	0.835	9.798e-01
KDM3A	-1.253	8.949e-01	-14.114	0.414	0.836	9.802e-01
ZNF281	-1.239	8.923e-01	-8.746	0.396	0.837	9.803e-01
LEO1	-1.414	9.214e-01	-6.331	0.388	0.837	9.806e-01
ZNF687	-1.571	9.419e-01	-6.739	0.401	0.838	9.807e-01
KDM4C	-1.129	8.706e-01	-13.133	0.400	0.838	9.808e-01
HMGN3	-1.134	8.717e-01	-12.720	0.400	0.838	9.810e-01
E2F4	-2.583	9.951e-01	-52.210	0.441	0.839	9.814e-01
KLF9	-2.655	9.960e-01	-11.538	0.429	0.839	9.814e-01
MBTD1	-1.024	8.472e-01	-17.756	0.405	0.839	9.814e-01
SREBF1	-1.631	9.486e-01	-13.759	0.422	0.842	9.823e-01
NPAT	-1.056	8.544e-01	-17.672	0.404	0.843	9.826e-01
ETS1	-4.578	1.000e+00	-14.687	0.435	0.844	9.829e-01
CHD1	-4.054	1.000e+00	-23.083	0.437	0.848	9.843e-01
ARNTL	-2.088	9.816e-01	-14.545	0.426	0.849	9.846e-01
SIX5	-2.128	9.833e-01	-19.271	0.429	0.851	9.851e-01
BCL11B	-2.851	9.978e-01	-23.722	0.435	0.852	9.855e-01
FEV	-1.217	8.883e-01	-14.065	0.397	0.853	9.856e-01
CDK6	-1.085	8.610e-01	-22.960	0.402	0.854	9.860e-01
ARID2	-1.488	9.316e-01	-17.034	0.417	0.855	9.862e-01
ELK3	-1.106	8.656e-01	-22.521	0.401	0.856	9.864e-01
KDM4B	-1.369	9.145e-01	-18.543	0.415	0.856	9.866e-01
HOXA1	-1.184	8.819e-01	-16.742	0.398	0.856	9.866e-01
NR2C2	-4.019	1.000e+00	-19.773	0.434	0.857	9.868e-01
HMGN1	-1.200	8.848e-01	-16.606	0.398	0.857	9.869e-01
IRAK1	-1.226	8.898e-01	-15.436	0.396	0.859	9.873e-01
KAT8	-1.921	9.726e-01	-10.889	0.416	0.860	9.875e-01
TAF1	-3.216	9.994e-01	-31.276	0.436	0.860	9.877e-01
INO80	-2.582	9.951e-01	-12.224	0.423	0.862	9.881e-01
VEZF1	-1.434	9.242e-01	-17.287	0.408	0.867	9.893e-01
HDAC6	-1.560	9.406e-01	-14.208	0.406	0.868	9.896e-01
IRAK4	-1.226	8.900e-01	-19.600	0.396	0.868	9.898e-01
THAP1	-1.178	8.807e-01	-24.259	0.399	0.869	9.899e-01
ASCL2	-1.262	8.965e-01	-17.077	0.395	0.870	9.901e-01
TFDP1	-2.269	9.884e-01	-16.520	0.421	0.872	9.907e-01
FOXD2	-1.316	9.059e-01	-15.877	0.393	0.876	9.914e-01
MAFB	-1.270	8.980e-01	-18.314	0.395	0.877	9.917e-01
KRAB	-2.611	9.955e-01	-8.920	0.407	0.878	9.919e-01
MXD3	-1.296	9.026e-01	-17.412	0.394	0.879	9.919e-01
GTF2E2	-1.275	8.988e-01	-18.608	0.394	0.880	9.922e-01
SAP30	-2.735	9.969e-01	-22.787	0.424	0.885	9.932e-01
ZBTB10	-1.264	8.969e-01	-24.708	0.395	0.886	9.933e-01
ELL2	-3.374	9.996e-01	-24.816	0.426	0.888	9.937e-01
OGT	-2.335	9.902e-01	-39.982	0.426	0.889	9.939e-01
KLF12	-1.425	9.229e-01	-17.454	0.387	0.890	9.940e-01
SP2	-2.216	9.867e-01	-15.675	0.411	0.891	9.942e-01
ZSCAN22	-1.680	9.536e-01	-23.119	0.410	0.892	9.943e-01
SUPT5H	-3.617	9.999e-01	-28.602	0.426	0.892	9.944e-01
MCRS1	-1.263	8.967e-01	-29.547	0.395	0.892	9.944e-01
BARX2	-1.250	8.943e-01	-34.316	0.395	0.893	9.945e-01
HCFC1	-2.679	9.963e-01	-35.499	0.426	0.893	9.945e-01
ZNF75A	-1.350	9.114e-01	-24.148	0.391	0.894	9.946e-01
NFAT5	-1.415	9.215e-01	-22.201	0.388	0.895	9.948e-01
PAF1	-4.983	1.000e+00	-29.125	0.428	0.895	9.949e-01
NRF1	-6.055	1.000e+00	-30.102	0.428	0.896	9.949e-01
NFYA	-2.370	9.911e-01	-23.224	0.418	0.896	9.950e-01
HEY1	-1.725	9.577e-01	-17.853	0.398	0.898	9.952e-01
CPSF3L	-2.288	9.889e-01	-32.715	0.422	0.898	9.952e-01
RBCK1	-1.293	9.020e-01	-30.932	0.394	0.899	9.954e-01
DEAF1	-1.254	8.951e-01	-46.369	0.395	0.900	9.956e-01
MAPK1	-2.100	9.821e-01	-12.071	0.385	0.904	9.960e-01
ORC1	-1.389	9.175e-01	-29.724	0.389	0.904	9.961e-01
PHF6	-1.651	9.506e-01	-14.621	0.372	0.905	9.962e-01
ATOH1	-1.338	9.096e-01	-32.854	0.392	0.905	9.962e-01
NKRF	-1.894	9.709e-01	-19.835	0.399	0.906	9.962e-01
SNAPC1	-1.532	9.372e-01	-20.964	0.382	0.906	9.962e-01
TAF3	-1.465	9.286e-01	-25.531	0.386	0.907	9.963e-01
POLR2B	-1.884	9.702e-01	-25.271	0.405	0.907	9.964e-01
RBL2	-2.625	9.957e-01	-29.066	0.417	0.911	9.968e-01
NFYC	-1.395	9.185e-01	-34.836	0.389	0.911	9.968e-01
KLF10	-1.814	9.652e-01	-27.155	0.399	0.913	9.971e-01
KLF13	-1.816	9.653e-01	-22.576	0.395	0.914	9.971e-01
ZIC2	-1.500	9.332e-01	-27.889	0.384	0.914	9.971e-01
CSNK2A1	-1.476	9.301e-01	-32.016	0.385	0.917	9.975e-01
ELF2	-1.430	9.236e-01	-40.042	0.387	0.918	9.976e-01
SRSF3	-1.726	9.578e-01	-30.725	0.398	0.919	9.976e-01
GMEB1	-1.455	9.272e-01	-41.502	0.386	0.921	9.977e-01
ZBTB11	-2.838	9.977e-01	-27.947	0.412	0.921	9.978e-01
KMT2D	-3.620	9.999e-01	-28.296	0.415	0.921	9.978e-01
ZNF711	-1.541	9.383e-01	-30.600	0.382	0.922	9.979e-01
ELK1	-3.364	9.996e-01	-31.706	0.416	0.925	9.981e-01
TDRD3	-1.626	9.480e-01	-28.970	0.375	0.926	9.982e-01
TCOF1	-1.703	9.557e-01	-23.171	0.364	0.927	9.983e-01
FXR1	-1.729	9.581e-01	-22.976	0.350	0.928	9.983e-01
FAM208A	-2.203	9.862e-01	-20.119	0.383	0.929	9.984e-01
BRD1	-1.655	9.510e-01	-27.729	0.372	0.929	9.984e-01
SMAD5	-2.096	9.820e-01	-25.717	0.388	0.932	9.986e-01
KAT7	-1.646	9.501e-01	-30.306	0.373	0.932	9.986e-01
AUTS2	-1.644	9.499e-01	-32.291	0.373	0.934	9.987e-01
TAFII	-1.939	9.738e-01	-37.817	0.396	0.935	9.987e-01
GTF2B	-4.446	1.000e+00	-42.298	0.415	0.940	9.990e-01
ZNF131	-1.637	9.492e-01	-44.663	0.373	0.940	9.990e-01
DCP1A	-2.012	9.779e-01	-59.452	0.396	0.940	9.990e-01
EMSY	-1.628	9.483e-01	-71.449	0.375	0.941	9.991e-01
PHF2	-2.126	9.833e-01	-29.452	0.384	0.941	9.991e-01
SPIN1	-1.694	9.549e-01	-35.979	0.366	0.943	9.991e-01
BRPF3	-2.761	9.971e-01	-23.072	0.382	0.944	9.992e-01
PHF8	-5.315	1.000e+00	-40.155	0.409	0.949	9.994e-01
ELK4	-2.897	9.981e-01	-33.994	0.396	0.950	9.994e-01
RBP2	-1.696	9.551e-01	-251.730	0.366	0.950	9.995e-01
EPC1	-2.299	9.893e-01	-38.164	0.377	0.955	9.996e-01
KAT5	-2.614	9.955e-01	-41.870	0.388	0.957	9.996e-01
RPE	-3.043	9.988e-01	-34.977	0.392	0.958	9.997e-01
U2AF1	-2.850	9.978e-01	-57.790	0.392	0.962	9.997e-01
DDX21	-2.316	9.897e-01	-93.152	0.378	0.962	9.998e-01
GMEB2	-2.342	9.904e-01	-159.125	0.377	0.964	9.998e-01
NELFA	-4.952	1.000e+00	-83.442	0.396	0.967	9.998e-01
KDM5A	-3.325	9.996e-01	-52.452	0.379	0.972	9.999e-01
