TR	statistic	pvalue	zscore	max_auc	re_rank	irwin_hall_pvalue
TP73	-2.335	9.902e-01	-0.331	0.577	0.758	9.360e-01
CBX6	-0.336	6.317e-01	-2.398	0.594	0.760	9.375e-01
HMG20A	-1.015	8.450e-01	-0.517	0.548	0.762	9.391e-01
YBX1	-2.458	9.930e-01	-0.222	0.565	0.762	9.394e-01
ZNF518A	-0.154	5.613e-01	-4.036	0.598	0.763	9.400e-01
ZNF292	-0.855	8.038e-01	-0.732	0.555	0.767	9.429e-01
IRF4	-1.745	9.595e-01	-0.590	0.587	0.767	9.432e-01
ZNF264	-0.399	6.551e-01	-4.631	0.607	0.767	9.432e-01
EHMT2	-5.241	1.000e+00	-3.784	0.649	0.767	9.434e-01
AGO1	-0.995	8.402e-01	-1.863	0.606	0.767	9.434e-01
ZNF382	-1.890	9.706e-01	-0.839	0.601	0.769	9.447e-01
ZNF547	-0.593	7.234e-01	-3.261	0.607	0.770	9.452e-01
PRDM6	-1.121	8.689e-01	-0.483	0.541	0.771	9.458e-01
ZNF697	-0.909	8.184e-01	-2.168	0.608	0.771	9.460e-01
POU5F1	-5.264	1.000e+00	-0.348	0.578	0.774	9.480e-01
CDX2	-2.519	9.941e-01	-0.660	0.597	0.774	9.480e-01
BIRA	-1.329	9.080e-01	-0.944	0.587	0.774	9.480e-01
TAT	-0.654	7.433e-01	-1.153	0.566	0.775	9.485e-01
PRMT1	-1.334	9.089e-01	-0.732	0.571	0.776	9.493e-01
ZNF488	-0.953	8.296e-01	-0.995	0.571	0.778	9.505e-01
ZNF354C	-1.040	8.507e-01	-0.681	0.547	0.779	9.517e-01
ZNF140	-1.527	9.366e-01	-0.497	0.557	0.780	9.521e-01
GFI1B	-0.736	7.690e-01	-1.958	0.594	0.780	9.524e-01
ZNF8	-0.882	8.112e-01	-1.959	0.599	0.780	9.524e-01
ZNF483	-0.285	6.122e-01	-3.379	0.587	0.782	9.531e-01
ZNF100	-0.507	6.940e-01	-2.928	0.595	0.783	9.538e-01
SOX10	-1.309	9.047e-01	-0.458	0.528	0.783	9.540e-01
ATF4	-3.302	9.995e-01	-1.173	0.614	0.783	9.542e-01
TLE3	-3.568	9.998e-01	-0.119	0.540	0.784	9.547e-01
PCGF2	-1.444	9.257e-01	-0.516	0.549	0.785	9.553e-01
ZNF350	-0.284	6.118e-01	-3.861	0.587	0.786	9.560e-01
NKX3-1	-2.106	9.824e-01	-0.287	0.528	0.790	9.584e-01
PROX1	-1.187	8.823e-01	-2.128	0.604	0.790	9.586e-01
UBE2I	-0.401	6.560e-01	-3.031	0.580	0.791	9.588e-01
LHX2	-1.495	9.325e-01	-0.954	0.579	0.791	9.590e-01
PGR	-1.308	9.046e-01	-0.530	0.528	0.792	9.595e-01
FOXH1	-1.799	9.640e-01	-0.438	0.549	0.793	9.601e-01
WWTR1	-1.358	9.128e-01	-0.695	0.554	0.794	9.605e-01
PRDM1	-1.493	9.323e-01	-1.341	0.597	0.794	9.605e-01
ZNF486	-2.424	9.923e-01	-0.109	0.444	0.794	9.605e-01
ZNF16	-0.801	7.883e-01	-1.580	0.573	0.794	9.609e-01
ZNF649	-1.722	9.575e-01	-0.243	0.421	0.794	9.609e-01
FEZF1	-1.159	8.767e-01	-1.154	0.574	0.794	9.609e-01
ESCO2	-0.541	7.056e-01	-2.103	0.572	0.795	9.611e-01
ZNF641	-0.455	6.755e-01	-3.773	0.592	0.795	9.613e-01
SMC1A	-3.774	9.999e-01	-1.101	0.608	0.795	9.613e-01
KDM3B	-0.848	8.019e-01	-1.643	0.575	0.796	9.619e-01
ZNF586	-1.721	9.574e-01	-0.278	0.425	0.797	9.621e-01
CTNNB1	-1.529	9.369e-01	-0.428	0.501	0.799	9.633e-01
MKL2	-0.980	8.364e-01	-1.950	0.590	0.799	9.637e-01
MBOAT4	-0.359	6.403e-01	-5.290	0.582	0.800	9.641e-01
SMAD2	-2.547	9.946e-01	-0.376	0.545	0.803	9.654e-01
HIF1A	-1.394	9.183e-01	-3.521	0.613	0.803	9.658e-01
GPS2	-0.428	6.655e-01	-3.703	0.578	0.803	9.658e-01
TBX5	-3.030	9.988e-01	-0.335	0.535	0.807	9.678e-01
ZNF768	-0.666	7.473e-01	-1.962	0.565	0.809	9.687e-01
ZNF84	-1.057	8.546e-01	-1.042	0.546	0.811	9.698e-01
ELF3	-1.059	8.551e-01	-1.348	0.562	0.812	9.703e-01
ICE2	-0.549	7.086e-01	-2.822	0.572	0.813	9.705e-01
ZNF778	-0.735	7.687e-01	-2.917	0.580	0.813	9.706e-01
DAXX	-1.412	9.211e-01	-0.892	0.550	0.813	9.706e-01
NANOG	-6.174	1.000e+00	-0.458	0.556	0.815	9.716e-01
ERCC3	-0.664	7.465e-01	-2.358	0.565	0.816	9.721e-01
MYOG	-1.921	9.726e-01	-0.516	0.531	0.816	9.721e-01
ZNF780A	-0.878	8.100e-01	-1.493	0.554	0.817	9.726e-01
EBF3	-2.385	9.915e-01	-0.620	0.554	0.818	9.728e-01
HOXB13	-6.511	1.000e+00	-0.382	0.544	0.818	9.729e-01
ZNF680	-2.740	9.969e-01	-0.723	0.569	0.818	9.729e-01
ZNF823	-1.424	9.228e-01	-0.691	0.516	0.819	9.731e-01
ZNF207	-1.929	9.731e-01	-1.111	0.581	0.820	9.736e-01
ZNF248	-1.495	9.325e-01	-0.656	0.506	0.820	9.739e-01
BANF1	-1.822	9.658e-01	-0.923	0.566	0.820	9.739e-01
PHOX2B	-1.706	9.560e-01	-0.464	0.444	0.821	9.741e-01
ZNF765	-1.333	9.087e-01	-0.864	0.526	0.821	9.742e-01
ERF	-1.870	9.693e-01	-1.001	0.573	0.821	9.744e-01
SSU72	-1.270	8.980e-01	-0.976	0.531	0.822	9.748e-01
POU3F2	-0.723	7.651e-01	-3.286	0.575	0.823	9.751e-01
SIX1	-1.647	9.503e-01	-1.705	0.594	0.824	9.753e-01
ZSCAN2	-0.859	8.048e-01	-1.682	0.555	0.824	9.753e-01
PITX3	-1.035	8.497e-01	-1.336	0.547	0.824	9.754e-01
ZNF682	-0.682	7.523e-01	-5.344	0.584	0.826	9.762e-01
ZNF425	-0.729	7.671e-01	-2.517	0.561	0.827	9.768e-01
HOXA2	-0.586	7.210e-01	-3.715	0.570	0.827	9.768e-01
MEF2B	-3.374	9.996e-01	-0.724	0.563	0.828	9.769e-01
ILK	-1.642	9.497e-01	-0.876	0.546	0.828	9.769e-01
BAHD1	-2.671	9.962e-01	-0.431	0.505	0.828	9.771e-01
HNF1B	-1.506	9.339e-01	-0.737	0.505	0.829	9.776e-01
ZNF182	-1.042	8.513e-01	-1.493	0.546	0.830	9.780e-01
NONO	-1.347	9.109e-01	-1.287	0.557	0.831	9.783e-01
SFPQ	-1.629	9.483e-01	-0.669	0.483	0.831	9.785e-01
TEAD1	-3.026	9.988e-01	-0.596	0.544	0.832	9.787e-01
ZNF304	-1.030	8.485e-01	-1.643	0.547	0.834	9.794e-01
PGBD3	-1.200	8.848e-01	-1.241	0.537	0.834	9.795e-01
PAX3	-1.606	9.458e-01	-0.777	0.487	0.837	9.806e-01
ZNF675	-1.380	9.162e-01	-0.981	0.521	0.838	9.808e-01
ZNF549	-0.947	8.283e-01	-1.919	0.551	0.838	9.808e-01
NUP98-HOXA9	-1.722	9.575e-01	-0.634	0.421	0.839	9.812e-01
PRDM12	-1.415	9.215e-01	-0.975	0.517	0.840	9.815e-01
ZNF44	-0.664	7.468e-01	-3.896	0.565	0.841	9.818e-01
PAX6	-1.933	9.734e-01	-2.140	0.596	0.843	9.826e-01
EOMES	-3.108	9.991e-01	-0.553	0.512	0.844	9.831e-01
ZNF93	-0.837	7.988e-01	-2.680	0.556	0.844	9.831e-01
ZNF260	-0.695	7.566e-01	-3.843	0.563	0.845	9.832e-01
SMC3	-5.188	1.000e+00	-1.123	0.578	0.845	9.833e-01
CENPT	-1.731	9.583e-01	-0.674	0.327	0.846	9.836e-01
MEIS1	-2.157	9.845e-01	-0.898	0.541	0.847	9.839e-01
PIAS1	-6.127	1.000e+00	-0.574	0.523	0.849	9.845e-01
OTX2	-6.283	1.000e+00	-0.797	0.555	0.850	9.848e-01
ERCC2	-0.900	8.160e-01	-2.528	0.553	0.850	9.848e-01
ZNF786	-0.688	7.542e-01	-6.056	0.564	0.851	9.850e-01
ZNF26	-1.446	9.259e-01	-1.074	0.513	0.852	9.855e-01
CHAT	-2.309	9.895e-01	-0.714	0.483	0.853	9.857e-01
HAND2	-1.642	9.497e-01	-0.905	0.481	0.853	9.857e-01
LMTK3	-1.620	9.474e-01	-1.331	0.547	0.854	9.861e-01
ZNF671	-0.739	7.701e-01	-5.149	0.561	0.856	9.866e-01
ZNF17	-1.353	9.120e-01	-1.354	0.524	0.857	9.869e-01
ZNF654	-1.775	9.621e-01	-1.070	0.533	0.859	9.874e-01
HES2	-6.145	1.000e+00	-0.810	0.544	0.860	9.875e-01
CENPC	-1.732	9.583e-01	-0.864	0.198	0.861	9.880e-01
ZNF169	-1.425	9.229e-01	-1.259	0.516	0.862	9.881e-01
ZNF48	-1.284	9.005e-01	-1.736	0.530	0.862	9.883e-01
SMARCA2	-2.335	9.902e-01	-0.853	0.488	0.863	9.884e-01
MAML3	-3.428	9.997e-01	-0.647	0.439	0.863	9.885e-01
SOX11	-2.120	9.830e-01	-0.945	0.509	0.865	9.888e-01
USP49	-1.334	9.089e-01	-1.640	0.526	0.865	9.889e-01
KDM1B	-1.651	9.507e-01	-1.041	0.479	0.867	9.895e-01
EBNA3C	-2.496	9.937e-01	-0.939	0.521	0.868	9.898e-01
ZNF138	-1.096	8.635e-01	-2.673	0.543	0.870	9.902e-01
LRWD1	-1.730	9.582e-01	-1.016	0.338	0.872	9.907e-01
ZNF585A	-1.071	8.579e-01	-3.078	0.545	0.873	9.908e-01
SIX2	-3.605	9.998e-01	-0.928	0.522	0.874	9.910e-01
GRIP1	-1.907	9.717e-01	-1.383	0.539	0.875	9.912e-01
ZNF287	-1.613	9.466e-01	-1.286	0.487	0.875	9.912e-01
SIX4	-1.374	9.153e-01	-1.778	0.522	0.875	9.913e-01
PLRG1	-2.428	9.924e-01	-0.934	0.437	0.878	9.919e-01
PDX1	-2.014	9.780e-01	-1.284	0.527	0.880	9.922e-01
NOTCH3	-1.728	9.580e-01	-1.121	0.405	0.881	9.924e-01
ATF7IP	-1.675	9.530e-01	-2.967	0.567	0.884	9.929e-01
ZNF800	-1.532	9.373e-01	-2.525	0.550	0.884	9.930e-01
H3F3B	-1.631	9.486e-01	-1.487	0.483	0.884	9.930e-01
EWSR1	-2.253	9.879e-01	-2.375	0.564	0.888	9.937e-01
SMN1	-1.655	9.510e-01	-1.508	0.477	0.890	9.940e-01
DUX4	-2.920	9.982e-01	-1.034	0.475	0.892	9.943e-01
HOXC9	-2.291	9.890e-01	-1.249	0.485	0.892	9.943e-01
ZNF618	-1.295	9.023e-01	-3.059	0.529	0.892	9.944e-01
ZFP28	-2.278	9.886e-01	-1.424	0.487	0.897	9.951e-01
TEAD1-TEAD4	-1.637	9.492e-01	-2.002	0.482	0.904	9.961e-01
POU2F1	-1.647	9.503e-01	-2.092	0.480	0.909	9.966e-01
ZNF605	-1.400	9.192e-01	-3.318	0.518	0.909	9.967e-01
TOP1	-2.446	9.928e-01	-3.981	0.566	0.914	9.971e-01
ZNF430	-1.697	9.552e-01	-2.171	0.457	0.915	9.973e-01
LMNA	-2.306	9.894e-01	-2.183	0.498	0.923	9.980e-01
ZNF573	-1.470	9.292e-01	-4.521	0.509	0.926	9.982e-01
