TR	statistic	pvalue	zscore	max_auc	re_rank	irwin_hall_pvalue
SIN3A	-3.112	9.991e-01	-23.050	0.452	0.793	9.601e-01
PCGF1	-1.644	9.499e-01	-5.690	0.423	0.793	9.601e-01
MYCN	-2.532	9.943e-01	-13.633	0.445	0.795	9.611e-01
HLTF	-1.199	8.847e-01	-6.856	0.417	0.795	9.611e-01
ARID5B	-1.083	8.607e-01	-6.220	0.403	0.795	9.611e-01
CSDE1	-1.623	9.477e-01	-5.726	0.421	0.796	9.617e-01
HDGF	-2.162	9.847e-01	-5.234	0.427	0.797	9.621e-01
FOXP3	-1.278	8.993e-01	-6.333	0.415	0.797	9.623e-01
ZNF592	-1.419	9.220e-01	-5.006	0.409	0.797	9.625e-01
FOXK2	-1.785	9.629e-01	-6.084	0.427	0.798	9.627e-01
DNMT3B	-2.690	9.964e-01	-5.391	0.431	0.798	9.631e-01
RAG2	-1.017	8.453e-01	-8.399	0.406	0.799	9.635e-01
ZBTB14	-1.150	8.749e-01	-5.877	0.399	0.800	9.639e-01
E2F1	-7.975	1.000e+00	-26.413	0.453	0.803	9.656e-01
HOXA6	-0.907	8.178e-01	-13.014	0.412	0.804	9.660e-01
ASH1L	-0.860	8.052e-01	-14.771	0.414	0.804	9.662e-01
CCNT2	-0.987	8.383e-01	-10.458	0.407	0.806	9.671e-01
HDAC8	-1.477	9.302e-01	-8.828	0.424	0.810	9.693e-01
NFYB	-1.547	9.391e-01	-8.710	0.425	0.811	9.694e-01
ZSCAN5A	-1.126	8.700e-01	-12.333	0.418	0.811	9.696e-01
HBP1	-1.138	8.725e-01	-12.855	0.420	0.811	9.698e-01
CDC5L	-1.399	9.191e-01	-6.361	0.408	0.812	9.701e-01
KLF7	-1.118	8.683e-01	-13.953	0.420	0.812	9.701e-01
ZBTB7B	-0.920	8.211e-01	-14.599	0.411	0.812	9.703e-01
IRF3	-1.385	9.170e-01	-14.639	0.429	0.813	9.705e-01
COPS2	-1.003	8.421e-01	-12.050	0.407	0.813	9.706e-01
HINFP	-1.335	9.091e-01	-8.844	0.419	0.813	9.708e-01
INTS11	-1.886	9.704e-01	-5.429	0.418	0.814	9.710e-01
REL	-1.448	9.261e-01	-7.507	0.417	0.814	9.710e-01
TBP	-1.975	9.759e-01	-21.252	0.442	0.814	9.711e-01
ZNF740	-1.687	9.542e-01	-8.448	0.427	0.815	9.715e-01
NFRKB	-1.273	8.985e-01	-8.093	0.412	0.815	9.716e-01
ZNF639	-1.953	9.746e-01	-15.352	0.439	0.816	9.720e-01
KDM3A	-1.143	8.736e-01	-13.549	0.419	0.817	9.723e-01
TET1	-1.020	8.462e-01	-12.596	0.406	0.818	9.729e-01
RBBP5	-2.427	9.924e-01	-11.807	0.436	0.819	9.731e-01
SP3	-1.193	8.837e-01	-11.845	0.417	0.820	9.736e-01
ATF1	-2.454	9.929e-01	-16.281	0.440	0.820	9.737e-01
GABP	-1.254	8.951e-01	-13.085	0.421	0.821	9.741e-01
RFX2	-0.950	8.290e-01	-16.410	0.409	0.822	9.747e-01
IRAK1	-1.004	8.424e-01	-14.137	0.407	0.823	9.751e-01
THAP11	-0.989	8.387e-01	-15.243	0.407	0.823	9.751e-01
LEO1	-1.309	9.047e-01	-5.999	0.392	0.824	9.756e-01
ARNT2	-1.022	8.467e-01	-13.954	0.406	0.824	9.756e-01
UBTF	-1.993	9.769e-01	-14.065	0.435	0.826	9.762e-01
RUVBL1	-0.978	8.360e-01	-16.873	0.408	0.826	9.763e-01
CASP8AP2	-1.124	8.695e-01	-10.193	0.400	0.828	9.771e-01
NCAPH2	-1.723	9.576e-01	-4.691	0.397	0.829	9.775e-01
GABPA	-4.402	1.000e+00	-23.623	0.446	0.829	9.776e-01
ZNF687	-1.548	9.392e-01	-6.677	0.402	0.831	9.785e-01
KLF6	-1.083	8.606e-01	-13.009	0.403	0.832	9.786e-01
CHD1	-4.145	1.000e+00	-23.331	0.444	0.836	9.801e-01
ZNF281	-1.225	8.897e-01	-8.691	0.396	0.837	9.806e-01
ETS1	-4.300	1.000e+00	-14.254	0.439	0.839	9.811e-01
KLF9	-2.772	9.972e-01	-11.814	0.432	0.839	9.811e-01
NPAT	-1.037	8.502e-01	-17.529	0.405	0.839	9.812e-01
HMGN3	-1.143	8.735e-01	-12.774	0.400	0.839	9.812e-01
ASCL2	-1.072	8.581e-01	-15.693	0.403	0.840	9.816e-01
MNT	-1.646	9.501e-01	-9.617	0.416	0.840	9.817e-01
ELF1	-2.870	9.979e-01	-28.671	0.443	0.841	9.818e-01
FGFR1	-1.570	9.418e-01	-8.604	0.411	0.841	9.818e-01
SREBF2	-1.159	8.767e-01	-12.032	0.399	0.841	9.818e-01
YBX3	-1.587	9.437e-01	-7.279	0.401	0.843	9.826e-01
CDK6	-1.027	8.479e-01	-22.362	0.405	0.844	9.828e-01
HDAC6	-1.349	9.113e-01	-13.218	0.412	0.844	9.829e-01
ELK3	-1.029	8.482e-01	-21.810	0.405	0.844	9.831e-01
SREBF1	-1.689	9.544e-01	-14.018	0.424	0.846	9.835e-01
MBTD1	-1.073	8.585e-01	-18.206	0.403	0.847	9.839e-01
E2F4	-2.676	9.963e-01	-53.095	0.443	0.848	9.841e-01
KDM4C	-1.193	8.835e-01	-13.499	0.397	0.851	9.851e-01
IRAK4	-1.106	8.657e-01	-18.698	0.402	0.853	9.857e-01
KDM4B	-1.356	9.125e-01	-18.457	0.416	0.853	9.858e-01
FEV	-1.212	8.873e-01	-14.033	0.397	0.857	9.867e-01
HMGN1	-1.169	8.787e-01	-16.407	0.398	0.857	9.869e-01
KAT8	-1.934	9.735e-01	-10.933	0.416	0.860	9.875e-01
ARID2	-1.568	9.416e-01	-17.483	0.418	0.860	9.877e-01
NR2C2	-3.956	1.000e+00	-19.599	0.435	0.862	9.882e-01
HOXA1	-1.195	8.839e-01	-16.813	0.397	0.862	9.883e-01
MAFB	-1.177	8.805e-01	-17.637	0.398	0.863	9.884e-01
BCL11B	-2.955	9.984e-01	-24.158	0.434	0.865	9.888e-01
THAP1	-1.139	8.726e-01	-23.856	0.400	0.865	9.888e-01
SIX5	-2.296	9.892e-01	-19.986	0.429	0.865	9.889e-01
KRAB	-2.438	9.926e-01	-8.539	0.411	0.866	9.892e-01
INO80	-2.628	9.957e-01	-12.341	0.421	0.867	9.894e-01
MXD3	-1.233	8.911e-01	-16.981	0.396	0.868	9.898e-01
FOXD2	-1.282	9.000e-01	-15.654	0.393	0.869	9.899e-01
TAF1	-3.325	9.996e-01	-31.762	0.436	0.873	9.907e-01
VEZF1	-1.496	9.326e-01	-17.645	0.405	0.875	9.911e-01
MCRS1	-1.156	8.762e-01	-28.359	0.399	0.876	9.914e-01
GTF2E2	-1.285	9.006e-01	-18.685	0.393	0.878	9.918e-01
ELL2	-3.273	9.995e-01	-24.443	0.430	0.881	9.925e-01
TFDP1	-2.434	9.925e-01	-17.139	0.420	0.882	9.926e-01
ZBTB10	-1.275	8.988e-01	-24.805	0.394	0.886	9.933e-01
ARNTL	-2.336	9.903e-01	-15.503	0.415	0.886	9.933e-01
CPSF3L	-2.204	9.862e-01	-32.114	0.426	0.889	9.938e-01
HEY1	-1.681	9.536e-01	-17.593	0.402	0.890	9.941e-01
ZSCAN22	-1.717	9.570e-01	-23.340	0.411	0.891	9.941e-01
SUPT5H	-3.618	9.999e-01	-28.607	0.430	0.891	9.942e-01
TDRD3	-1.306	9.042e-01	-25.809	0.392	0.892	9.944e-01
SNAPC1	-1.420	9.222e-01	-20.185	0.387	0.893	9.944e-01
NFAT5	-1.425	9.229e-01	-22.282	0.386	0.895	9.948e-01
SAP30	-2.842	9.978e-01	-23.220	0.421	0.897	9.950e-01
KLF12	-1.503	9.336e-01	-17.948	0.382	0.897	9.950e-01
ZNF75A	-1.412	9.210e-01	-24.703	0.387	0.898	9.952e-01
SP2	-2.469	9.932e-01	-16.548	0.408	0.900	9.956e-01
ATOH1	-1.305	9.040e-01	-32.444	0.392	0.900	9.956e-01
PAF1	-5.060	1.000e+00	-29.355	0.428	0.903	9.959e-01
RBL2	-2.633	9.958e-01	-29.106	0.421	0.904	9.960e-01
MAPK1	-2.152	9.843e-01	-12.238	0.383	0.904	9.960e-01
POLR2B	-1.869	9.692e-01	-25.175	0.407	0.904	9.960e-01
PHF6	-1.669	9.524e-01	-14.707	0.369	0.905	9.961e-01
NRF1	-6.478	1.000e+00	-31.176	0.428	0.905	9.962e-01
OGT	-2.509	9.940e-01	-41.382	0.424	0.906	9.962e-01
NKRF	-1.916	9.723e-01	-19.965	0.399	0.907	9.964e-01
TAF3	-1.496	9.327e-01	-25.797	0.383	0.908	9.965e-01
HCFC1	-2.803	9.975e-01	-36.332	0.424	0.908	9.965e-01
BARX2	-1.388	9.174e-01	-36.019	0.388	0.910	9.967e-01
NFYA	-2.669	9.962e-01	-24.650	0.414	0.911	9.968e-01
RBCK1	-1.434	9.242e-01	-32.513	0.386	0.912	9.970e-01
ZIC2	-1.515	9.351e-01	-28.033	0.382	0.913	9.971e-01
ORC1	-1.490	9.319e-01	-30.822	0.383	0.914	9.971e-01
NFYC	-1.445	9.258e-01	-35.444	0.385	0.916	9.973e-01
KLF10	-1.831	9.664e-01	-27.282	0.399	0.916	9.973e-01
DEAF1	-1.414	9.214e-01	-49.065	0.387	0.916	9.974e-01
KLF13	-1.887	9.704e-01	-23.068	0.392	0.917	9.974e-01
KMT2D	-3.537	9.998e-01	-27.964	0.418	0.918	9.975e-01
ZBTB11	-2.769	9.972e-01	-27.591	0.413	0.919	9.976e-01
SRSF3	-1.722	9.575e-01	-30.695	0.397	0.919	9.976e-01
TCOF1	-1.669	9.524e-01	-22.912	0.369	0.921	9.977e-01
ZNF711	-1.552	9.397e-01	-30.719	0.380	0.921	9.978e-01
ELK1	-3.353	9.996e-01	-31.652	0.417	0.924	9.980e-01
KAT7	-1.629	9.484e-01	-30.154	0.372	0.926	9.982e-01
FXR1	-1.731	9.583e-01	-22.989	0.329	0.926	9.982e-01
ELF2	-1.547	9.391e-01	-41.585	0.380	0.927	9.982e-01
BRD1	-1.656	9.511e-01	-27.732	0.370	0.928	9.983e-01
FAM208A	-2.226	9.870e-01	-20.233	0.380	0.930	9.984e-01
SMAD5	-2.048	9.797e-01	-25.429	0.388	0.930	9.984e-01
TAFII	-1.889	9.706e-01	-37.342	0.398	0.930	9.985e-01
AUTS2	-1.645	9.500e-01	-32.304	0.371	0.931	9.985e-01
GTF2B	-4.216	1.000e+00	-41.186	0.418	0.932	9.986e-01
PHF2	-1.987	9.765e-01	-28.520	0.389	0.932	9.986e-01
GMEB1	-1.613	9.466e-01	-43.633	0.375	0.933	9.987e-01
CSNK2A1	-1.652	9.507e-01	-34.003	0.370	0.935	9.988e-01
ZNF131	-1.649	9.504e-01	-44.826	0.370	0.940	9.990e-01
SPIN1	-1.694	9.548e-01	-35.975	0.364	0.941	9.991e-01
EMSY	-1.646	9.501e-01	-71.841	0.371	0.941	9.991e-01
BRPF3	-2.766	9.972e-01	-23.093	0.381	0.943	9.991e-01
DCP1A	-2.009	9.777e-01	-59.404	0.395	0.943	9.992e-01
PHF8	-5.331	1.000e+00	-40.217	0.411	0.947	9.993e-01
ELK4	-2.856	9.979e-01	-33.760	0.396	0.949	9.994e-01
RBP2	-1.696	9.551e-01	-251.762	0.364	0.950	9.994e-01
KAT5	-2.611	9.955e-01	-41.849	0.388	0.955	9.996e-01
RPE	-2.942	9.984e-01	-34.404	0.389	0.956	9.996e-01
EPC1	-2.336	9.903e-01	-38.489	0.371	0.957	9.996e-01
DDX21	-2.300	9.893e-01	-92.835	0.379	0.960	9.997e-01
U2AF1	-2.798	9.974e-01	-57.292	0.391	0.960	9.997e-01
GMEB2	-2.366	9.910e-01	-159.953	0.372	0.963	9.998e-01
NELFA	-4.937	1.000e+00	-83.314	0.395	0.969	9.999e-01
KDM5A	-3.348	9.996e-01	-52.639	0.374	0.972	9.999e-01
